,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,1000000.0,4.1733119,1.2663754,2.9069365,-0.22169135,0.84434031,0.9893685,0.75410445,-1.2465374,1.0,1.6466248,2.2451646,2.2323851,0.46232456,-0.0033690809,-0.13209112,0.024972314,1.357342,1.9587861,1.9399434,0.17329658,0.00016481018,-0.13137469,0.031023226,1.4874709,1.5164959,0.69637012,0.066666667,1.3138446,0.001,0.00017409253,5.7440718,2.4859088,30.403515,-0.0012327287,-0.20440325,-0.016339569,0.19626808,-0.0012327287,-0.20440325,-0.016339569,0.19626808
1,1001000.0,4.1602498,1.2696202,2.8906297,-0.21945719,0.84650375,1.0195432,0.73881156,-1.2465374,1.0,1.493837,2.1368634,2.1208918,0.22375585,-0.0079304298,-0.036403391,-0.021338683,1.2038131,1.8466178,1.8365027,-0.07168123,-0.0031394929,-0.041934504,-0.026286305,1.3379107,1.3597394,0.7057981,0.066666667,1.3029243,0.001,0.00017644953,5.6673431,2.4867033,30.403515,0.0087014313,-0.20449404,-0.0099983803,0.16555311,0.0087014313,-0.20449404,-0.0099983803,0.16555311
2,1002000.0,4.1847129,1.2817359,2.902977,-0.22311173,0.85458174,1.015328,0.75455209,-1.2465374,1.0,1.4684973,2.1146949,2.087064,0.20373285,-0.012263738,-0.056622344,0.049088198,1.1757057,1.823623,1.7947907,-0.091296591,-0.0067641205,-0.057546981,0.046690735,1.3092489,1.334954,0.7062058,0.066666667,1.3082978,0.001,0.00017655145,5.6640713,2.4909598,30.403515,-0.010639973,-0.17440434,-0.012107573,0.21918237,-0.010639973,-0.17440434,-0.012107573,0.21918237
3,1003000.0,4.1616131,1.2562363,2.9053768,-0.20980481,0.83758017,1.0024042,0.73500629,-1.2465374,1.0,1.5437706,2.1742076,2.1756975,0.28140676,-0.0039212996,-0.11850154,-0.016176266,1.256804,1.8906819,1.8851928,-0.0054626898,0.00015803547,-0.11959641,-0.016814841,1.3886474,1.4119272,0.70351351,0.066666667,1.3397615,0.001,0.00017587838,5.6857473,2.4996977,30.403515,-0.0030650062,-0.20155847,0.0047008716,0.17738833,-0.0030650062,-0.20155847,0.0047008716,0.17738833
4,1004000.0,4.1907539,1.2770585,2.9136954,-0.20882019,0.85146313,1.0043617,0.75632365,-1.2465374,1.0,1.5381137,2.1634671,2.1871371,0.26373683,-0.0047313633,0.058937182,-0.026773294,1.2463906,1.867189,1.8967239,-0.024741212,-0.0061358322,0.056885724,-0.028431658,1.3784914,1.4060128,0.69793392,0.066666667,1.3437375,0.001,0.00017448348,5.7312016,2.4959316,30.403515,0.0066096259,-0.1892109,9.5805912e-05,0.23401698,0.0066096259,-0.1892109,9.5805912e-05,0.23401698
5,1005000.0,4.1619071,1.2630175,2.8988896,-0.22009261,0.84210146,0.99785003,0.74518423,-1.2465374,1.0,1.6564871,2.2591497,2.247717,0.46259458,0.014066933,0.04596071,0.018604014,1.3679714,1.9598752,1.9645484,0.17949071,0.0097761061,0.050109626,0.021519367,1.4992158,1.5252427,0.69852564,0.066666667,1.3420479,0.001,0.00017463141,5.7263467,2.4958523,30.403515,-0.003004251,-0.21326225,7.787804e-06,0.18245403,-0.003004251,-0.21326225,7.787804e-06,0.18245403
6,1006000.0,4.1922039,1.2781821,2.9140219,-0.22617401,0.85221228,1.0233518,0.74570509,-1.2465374,1.0,1.5588928,2.1711292,2.1977781,0.30777128,0.0048219326,-0.021948589,-0.037206881,1.2669131,1.8736505,1.9034217,0.023667023,0.0030941639,-0.015264326,-0.03324028,1.4015116,1.4242942,0.70945802,0.066666667,1.3344076,0.001,0.00017736451,5.6381067,2.4826397,30.403515,-0.0031174042,-0.2072665,0.011778473,0.19015598,-0.0031174042,-0.2072665,0.011778473,0.19015598
7,1007000.0,4.1836434,1.2680206,2.9156229,-0.21034949,0.8454372,1.0098184,0.74314069,-1.2465374,1.0,1.6491608,2.2620827,2.252501,0.43289877,0.0075559758,-0.079830514,-0.023357292,1.3595023,1.96697,1.9634392,0.14809761,0.0022142985,-0.083369771,-0.018015916,1.4923208,1.5163422,0.70145541,0.066666667,1.3206846,0.001,0.00017536385,5.7024294,2.4670107,30.403515,0.004761034,-0.20360951,0.016922627,0.17969976,0.004761034,-0.20360951,0.016922627,0.17969976
8,1008000.0,4.1708495,1.2626937,2.9081559,-0.21115587,0.84188559,0.99799707,0.74474215,-1.2465374,1.0,1.6256266,2.2652605,2.2420895,0.36952968,-0.0021817421,-0.094865041,0.00084690515,1.3371849,1.973605,1.9507865,0.087163119,-0.0024586563,-0.092800542,0.0035757748,1.4684486,1.4943628,0.69912516,0.066666667,1.3376115,0.001,0.00017478129,5.7214362,2.5260455,30.403515,0.0029163755,-0.19694095,0.0080214583,0.18207465,0.0029163755,-0.19694095,0.0080214583,0.18207465
9,1009000.0,4.177438,1.2850323,2.8924057,-0.22353484,0.8567796,1.0128036,0.75969327,-1.2465374,1.0,1.6167679,2.2437445,2.2255589,0.38100025,0.010425131,0.00456595,-0.032349016,1.3232233,1.9520603,1.9324803,0.085129216,0.0090557157,0.006883227,-0.032035731,1.4564345,1.4835567,0.70200369,0.066666667,1.3472614,0.001,0.00017550092,5.6979757,2.4792095,30.403515,8.8580447e-05,-0.16286375,0.0029296547,0.18569168,8.8580447e-05,-0.16286375,0.0029296547,0.18569168
