,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,300000.0,6.2858483,1.2427571,5.0430912,-0.11445075,0.82853203,0.99826683,0.74999546,-0.61728395,0.5,1.3752087,2.0458428,2.0295316,0.050251751,-0.00046700949,-0.00856418,0.017274351,1.2189908,1.2789498,0.11816773,0.05,1.5731382,0.5,0.019694621,25.387642,2.8093284,31.108705,0.0057477824,-0.088601442,0.0023374471,0.082685773,0.65401721,1.5779593
1,301000.0,6.2872241,1.2518224,5.0354017,-0.11893173,0.83457576,0.99824497,0.75884746,-0.61728395,0.5,1.3858056,2.0305372,2.0510306,0.075848891,-0.002393286,-0.08881132,-0.025490094,1.2277439,1.2895488,0.12051515,0.05,1.5660639,0.5,0.020085858,24.893137,2.7892961,31.108705,-0.0058791254,-0.083609482,-0.003883116,0.11880475,1.3678983,-0.40569674
2,302000.0,6.2996042,1.2594802,5.040124,-0.12195175,0.83968116,1.0023076,0.76443584,-0.61728395,0.5,1.3845141,2.0277831,2.0447799,0.080979351,0.0042365366,-0.082357044,0.0008046194,1.2252884,1.2878656,0.12434387,0.05,1.5652702,0.5,0.020723978,24.126642,2.8005624,31.108705,0.0027014988,-0.080515531,0.00068001219,0.12566506,-0.51498428,-0.40553788
3,303000.0,6.2767773,1.2512757,5.0255017,-0.1281613,0.83421127,1.0002723,0.75737568,-0.61728395,0.5,1.3423945,2.0145846,2.0162568,-0.003657956,0.0064982521,0.023715817,-0.016059172,1.1846394,1.2459423,0.12683328,0.05,1.5689869,0.5,0.02113888,23.653098,2.7749664,31.108705,3.5884086e-05,-0.086007791,0.005821333,0.12950697,-0.28031326,0.15590085
4,304000.0,6.2733029,1.2358449,5.0374581,-0.12323743,0.82392375,1.0020267,0.74151303,-0.61728395,0.5,1.3575247,2.0165548,2.0304232,0.025596118,0.0020483694,0.044654123,0.022691575,1.2030736,1.2609033,0.12904137,0.05,1.5625773,0.5,0.021506894,23.248359,2.7919109,31.108705,0.0020003948,-0.077164234,-0.003642739,0.13353583,-0.14084675,-0.8040657
5,305000.0,6.2818967,1.2504771,5.0314197,-0.1253905,0.83367887,0.99784298,0.75772142,-0.61728395,0.5,1.3899697,2.0499754,2.0452561,0.074677442,-0.0048058593,0.031653987,0.0076829704,1.2321425,1.2937517,0.13102293,0.05,1.565282,0.5,0.021837156,22.896755,2.7725834,31.108705,0.0082864422,-0.079950481,-0.0039502999,0.14194008,-0.72584979,-0.39156503
6,306000.0,6.2675223,1.2357751,5.0317472,-0.12601805,0.82387722,0.99153809,0.74630052,-0.61728395,0.5,1.3929136,2.0412913,2.0415077,0.095941878,0.006963329,0.020499319,0.001433584,1.2374654,1.2973036,0.13285702,0.05,1.5632395,0.5,0.022142837,22.580666,2.782968,31.108705,-0.0082266525,-0.079529487,-0.0012770948,0.14145069,0.2212809,-0.27498009
7,307000.0,6.2829958,1.2490776,5.0339182,-0.12385442,0.83274583,1.0060119,0.75257469,-0.61728395,0.5,1.3918038,2.0624932,2.0449515,0.06796691,-0.0080844639,-0.04482401,-0.028750635,1.2350487,1.2947982,0.13462489,0.05,1.5558589,0.5,0.022437482,22.284141,2.7927705,31.108705,0.0025878445,-0.085001973,-0.006514126,0.13307585,0.43855601,-0.06499775
8,308000.0,6.288447,1.2462277,5.0422193,-0.12472236,0.83084587,0.99078738,0.75684308,-0.61728395,0.5,1.3410814,2.017566,2.0013382,0.0043399904,0.0010423467,-0.051551328,0.016169199,1.1834372,1.2455437,0.13631695,0.05,1.5495598,0.5,0.022719491,22.007535,2.8114272,31.108705,0.0016345213,-0.075124882,0.00074430377,0.1305381,0.059631137,0.13412125
9,309000.0,6.2841906,1.2441047,5.0400859,-0.12844184,0.82943051,0.99174566,0.75432881,-0.61728395,0.5,1.4150848,2.0625317,2.0625677,0.12015487,-0.007263613,-0.070358904,0.010121277,1.2579643,1.3194547,0.13770869,0.05,1.5533384,0.5,0.022951448,21.785118,2.7871794,31.108705,-0.0014358512,-0.092653179,0.0020115881,0.13930514,0.38874429,-0.71590751
10,310000.0,6.2762315,1.2447724,5.0314591,-0.12646952,0.82987563,1.0039223,0.74934298,-0.61728395,0.5,1.4042453,2.0667807,2.0607851,0.085170089,0.0042293596,-0.0059520965,0.0010461879,1.2481633,1.3074411,0.13915828,0.05,1.55553,0.5,0.023193047,21.558185,2.8123302,31.108705,-2.256092e-05,-0.085865486,0.0041900702,0.13761304,-0.73261528,-0.93384877
11,311000.0,6.2616771,1.2453997,5.0162775,-0.12588394,0.83029381,0.98627192,0.7581258,-0.61728395,0.5,1.3497846,2.0185122,2.01231,0.018531696,-0.0017691282,0.0468025,-0.011216963,1.1918733,1.2546824,0.14050816,0.05,1.558609,0.5,0.023418026,21.351074,2.8117601,31.108705,-0.002229132,-0.080963436,-0.0071288621,0.13491541,-0.13850533,0.71683208
12,312000.0,6.2599866,1.2371484,5.0228383,-0.12372742,0.82479276,0.98455702,0.75087174,-0.61728395,0.5,1.3897017,2.0480954,2.0567583,0.064251439,-0.001882372,0.046035937,0.012921095,1.2333013,1.2947648,0.14214023,0.05,1.5545779,0.5,0.023690039,21.105917,2.8080771,31.108705,-0.0035817302,-0.075933737,-0.0040844464,0.13613281,0.042529994,-1.2647129
13,313000.0,6.2856979,1.2474891,5.0382088,-0.1274251,0.8316868,1.0048452,0.7515655,-0.61728395,0.5,1.4446415,2.0981479,2.0750783,0.16069821,-0.0040958164,-0.023023989,-0.0062766624,1.2880966,1.3477483,0.14365761,0.05,1.5543992,0.5,0.023942934,20.882988,2.7769239,31.108705,-0.0027103153,-0.076589747,-0.003773939,0.14966763,-0.20879363,0.90491939
14,314000.0,6.2736005,1.2378532,5.0357473,-0.12591722,0.82526267,0.99140394,0.74838952,-0.61728395,0.5,1.3176489,1.9936036,1.9956946,-0.036351497,-0.0035230662,-0.074931733,-0.011459133,1.1617655,1.2220518,0.14504664,0.05,1.553591,0.5,0.02417444,20.683003,2.8211468,31.108705,-0.0094797292,-0.085350588,-0.0029944776,0.13641504,0.51500641,-0.1357992
15,315000.0,6.2818629,1.2504256,5.0314373,-0.12429251,0.83364456,1.0006037,0.75639321,-0.61728395,0.5,1.3318008,2.0093925,2.0047567,-0.018746644,0.0032046368,-0.058355643,-0.010747978,1.1742504,1.2353166,0.14630054,0.05,1.5580494,0.5,0.024383423,20.505735,2.8010553,31.108705,0.0028315138,-0.086242572,0.0031804302,0.12859792,0.85310632,-1.4490211
16,316000.0,6.2743251,1.2441821,5.030143,-0.12575267,0.82948207,0.99155969,0.75449034,-0.61728395,0.5,1.3949832,2.0425077,2.0497047,0.092737154,-0.0035376777,-0.0046890489,-0.0014246406,1.237829,1.2993711,0.14792749,0.05,1.5569226,0.5,0.024654582,20.280206,2.8078179,31.108705,0.0035816601,-0.089289538,0.00084284382,0.14014576,0.091595764,0.22092435
17,317000.0,6.2585315,1.2328926,5.0256389,-0.12716237,0.8219555,0.99348873,0.74258605,-0.61728395,0.5,1.4085374,2.0667466,2.0605352,0.098330381,-0.0029566556,0.057416935,0.012195879,1.2538628,1.3127393,0.1490662,0.05,1.5566986,0.5,0.024844367,20.125286,2.7873868,31.108705,0.00021358523,-0.090319113,-0.0035407573,0.12284439,-0.76836082,0.39909705
18,318000.0,6.2821794,1.2519995,5.0301798,-0.12622992,0.83469388,1.0037705,0.75646231,-0.61728395,0.5,1.3682898,2.0299628,2.0320378,0.042868624,-0.0014049992,0.1207897,-0.018503328,1.2107249,1.2715002,0.15047701,0.05,1.5541992,0.5,0.025079501,19.936601,2.785868,31.108705,-0.0015962575,-0.085279979,-0.0021381844,0.13135146,-0.87888421,-0.30988659
19,319000.0,6.2742362,1.2527214,5.0215147,-0.13039453,0.83517515,0.99475507,0.76133997,-0.61728395,0.5,1.3954421,2.0485556,2.0530826,0.084688093,0.0014079873,0.075577431,0.013333925,1.2368612,1.2995219,0.15186868,0.05,1.5527726,0.5,0.025311446,19.753909,2.8036958,31.108705,-0.0017229638,-0.10155065,-0.00060295282,0.12861769,-0.77892277,0.71703945
20,320000.0,6.2756718,1.2429705,5.0327013,-0.12671829,0.82867435,1.0051343,0.74702446,-0.61728395,0.5,1.4305185,2.0689095,2.0842033,0.1384427,0.0023510192,0.0172307,0.00019908276,1.2749194,1.3335974,0.15360316,0.05,1.5615831,0.5,0.025600527,19.530848,2.791279,31.108705,-0.00082427116,-0.081848375,0.00028596457,0.14987014,0.019368988,0.1437402
21,321000.0,6.2830326,1.2526229,5.0304097,-0.12549222,0.83510944,1.0045069,0.75672936,-0.61728395,0.5,1.3955049,2.0628503,2.0441766,0.079487983,-0.0056533185,-0.056255476,-0.012405686,1.2378844,1.2986444,0.15497162,0.05,1.5516587,0.5,0.025828603,19.358384,2.8114908,31.108705,-0.0030207232,-0.085284764,0.00038701472,0.13248315,0.21161908,0.50796646
22,322000.0,6.2641811,1.2420064,5.0221748,-0.12850091,0.82803154,0.99693083,0.74988174,-0.61728395,0.5,1.4061843,2.0549547,2.0625213,0.10107684,-0.0046433453,-0.13193215,0.01183643,1.2499901,1.3100542,0.15627408,0.05,1.5561331,0.5,0.026045679,19.197042,2.7985496,31.108705,0.0022573632,-0.082390735,0.0036430663,0.14746336,0.054551907,-0.57276498
23,323000.0,6.2701737,1.250668,5.0195057,-0.12749966,0.83380613,1.000834,0.75652297,-0.61728395,0.5,1.3980474,2.0463197,2.0474306,0.10039206,0.0052476294,-0.074761075,0.015383359,1.2404699,1.301541,0.15707227,0.05,1.553728,0.5,0.026178712,19.099488,2.7757002,31.108705,-0.00047176934,-0.091750298,0.0038213291,0.13439596,-0.14410146,-1.0783655
24,324000.0,6.2748083,1.2455044,5.0293038,-0.12406972,0.83036367,0.99546029,0.75397437,-0.61728395,0.5,1.3281463,2.0063245,1.9949202,-0.016805906,0.0058676541,0.042264918,-0.011096655,1.1710996,1.232158,0.15880274,0.05,1.5568793,0.5,0.026467123,18.891362,2.8019603,31.108705,-0.0049705516,-0.089999604,-0.0018096841,0.14093682,0.28869039,-1.1424347
25,325000.0,6.2822505,1.2460347,5.0362159,-0.1265171,0.83071716,1.0098094,0.74784878,-0.61728395,0.5,1.3594096,2.0182426,2.0116146,0.048371512,-0.009246058,0.088251808,0.02784856,1.2036388,1.2620377,0.16037148,0.05,1.5618715,0.5,0.02672858,18.706568,2.7627769,31.108705,-0.00057117003,-0.083430118,0.0088264031,0.13889632,0.047486103,0.12570697
26,326000.0,6.2795673,1.2548568,5.0247105,-0.12598317,0.83659877,1.0090922,0.75678553,-0.61728395,0.5,1.389403,2.0515166,2.0476128,0.069079522,0.0021241368,-0.010124635,-0.033485928,1.2317708,1.2921003,0.16193153,0.05,1.5588579,0.5,0.026988588,18.526349,2.7853558,31.108705,0.0041166871,-0.092242055,-0.0039054885,0.1142979,0.19309093,0.57724366
27,327000.0,6.2548722,1.2396576,5.0152146,-0.129155,0.82646564,1.0089837,0.74201111,-0.61728395,0.5,1.40504,2.0616636,2.0574173,0.096038982,-0.0047597669,-0.04448399,-0.010402935,1.2504852,1.3077477,0.16374329,0.05,1.5529835,0.5,0.027290549,18.321361,2.7997576,31.108705,-0.0023325126,-0.069652309,0.0049817941,0.13724404,-0.7461606,0.93630419
28,328000.0,6.2695171,1.2478786,5.0216385,-0.12946687,0.83194651,1.0032072,0.75270373,-0.61728395,0.5,1.3604214,2.0312635,2.0325049,0.017495784,0.0077231467,-0.026697179,0.040051793,1.2036394,1.2636862,0.16561045,0.05,1.5440669,0.5,0.027601742,18.114798,2.8031553,31.108705,0.00056372458,-0.085544838,-0.0025852836,0.13907033,-0.32419979,-0.15983151
29,329000.0,6.266493,1.2339522,5.0325409,-0.12826801,0.82266191,0.9962917,0.74232191,-0.61728395,0.5,1.3658444,2.0336396,2.0223223,0.041571356,-0.0057569293,-0.026055065,-0.0059718489,1.2112249,1.269776,0.16717415,0.05,1.5517193,0.5,0.027862359,17.945358,2.7758925,31.108705,0.0033405213,-0.091410267,0.0010006769,0.13924279,0.22407585,-0.96552769
30,330000.0,6.2446613,1.2265935,5.0180678,-0.13225475,0.81775593,0.98404787,0.74081266,-0.61728395,0.5,1.3676297,2.0329012,2.0337167,0.036271227,-0.0029588119,-0.010777635,0.012924232,1.2133245,1.2727419,0.16839375,0.05,1.5446657,0.5,0.028065626,17.815388,2.7702843,31.108705,-0.00025191808,-0.09163586,0.0018436933,0.14368222,0.042038462,-0.75046307
31,331000.0,6.2705889,1.2458094,5.0247795,-0.12905963,0.83056696,0.99341712,0.75521764,-0.61728395,0.5,1.3793733,2.0310554,2.0510087,0.056055732,-0.0013304329,0.049096865,0.0015453911,1.2220676,1.283582,0.17008828,0.05,1.5490619,0.5,0.028348047,17.637899,2.7907243,31.108705,-0.00011742272,-0.08764954,-0.00040586437,0.12150959,0.82846683,-0.61793811
32,332000.0,6.2567788,1.2391384,5.0176404,-0.1281015,0.82611952,0.98509269,0.75256478,-0.61728395,0.5,1.4037937,2.0577239,2.0636749,0.08998226,-0.00021592742,0.029491705,-0.0055017042,1.2470406,1.3088051,0.17185243,0.05,1.5421577,0.5,0.028642071,17.456838,2.7988814,31.108705,0.0019348915,-0.07574896,-4.8194459e-05,0.1380023,-1.6451783,-0.6140415
33,333000.0,6.2651161,1.2421045,5.0230116,-0.12753899,0.82809696,1.0034573,0.74695611,-0.61728395,0.5,1.3674717,2.0298337,2.0420088,0.030572549,0.005951904,-0.0393944,-0.0061136902,1.2118869,1.2707123,0.17408921,0.05,1.5455728,0.5,0.029014868,17.232545,2.7864483,31.108705,-0.0060313691,-0.090225618,-0.002439266,0.1229014,-0.42604804,0.55124901
34,334000.0,6.2651208,1.2365592,5.0285615,-0.13043171,0.8244,1.0025842,0.74195168,-0.61728395,0.5,1.3934147,2.0515549,2.0483861,0.080303007,-0.0045872886,-0.067211223,0.0020995453,1.2388722,1.2967395,0.17497912,0.05,1.5471644,0.5,0.029163187,17.144903,2.7776681,31.108705,-0.0082208925,-0.083238025,-0.0007532549,0.11333309,1.1864154,-0.92616838
