,0,1,2,3
0,0.0,0.0,0.0,0.0
1,0.0269072,0.0,0.0,0.0
2,0.0538144,0.0,0.0,0.0
3,0.0807216,0.0,0.0,0.0
4,0.107629,0.0,0.0,0.0
5,0.134536,0.0,0.0,0.0
6,0.161443,0.0,0.0,0.0
7,0.18835,0.0,0.0,0.0
8,0.215257,0.0,0.0,0.0
9,0.242165,0.0,0.0,0.0
10,0.269072,0.0,0.0,0.0
11,0.295979,0.0,0.0,0.0
12,0.322886,0.0,0.0,0.0
13,0.349793,0.0,0.0,0.0
14,0.376701,0.0,0.0,0.0
15,0.403608,0.0,0.0,0.0
16,0.430515,0.0,0.0,0.0
17,0.457422,0.0,0.0,0.0
18,0.484329,0.0,0.0,0.0
19,0.511237,0.0,0.0,0.0
20,0.538144,0.0,0.0,0.0
21,0.565051,0.0,0.0,0.0
22,0.591958,0.0,0.0,0.0
23,0.618865,0.0,0.0,0.0
24,0.645772,0.0,0.0,0.0
25,0.67268,0.0,0.0,0.0
26,0.699587,0.0,0.0,0.0
27,0.726494,-4.18337e-05,-3.4521e-05,0.000416837
28,0.753401,-0.00243319,-0.000380346,0.395709
29,0.780308,-0.0107924,-0.00338426,13.6814
30,0.807216,0.0149518,-0.00244266,14.0633
31,0.834123,0.0083565,-0.00132769,2.45726
32,0.86103,0.000690221,-0.000419314,0.175201
33,0.887937,0.00037304,0.000152739,0.00542032
34,0.914844,4.59237e-06,4.22546e-06,1.45175e-05
35,0.941752,0.0,0.0,0.0
36,0.968659,0.0,0.0,0.0
37,0.995566,0.0,0.0,0.0
38,1.02247,0.0,0.0,0.0
39,1.04938,0.0,0.0,0.0
40,1.07629,0.0,0.0,0.0
41,1.10319,0.0,0.0,0.0
42,1.1301,0.0,0.0,0.0
43,1.15701,0.0,0.0,0.0
44,1.18392,0.0,0.0,0.0
45,1.21082,0.0,0.0,0.0
46,1.23773,0.0,0.0,0.0
47,1.26464,0.0,0.0,0.0
48,1.29154,0.0,0.0,0.0
49,1.31845,0.0,0.0,0.0
50,1.34536,0.0,0.0,0.0
51,1.37227,0.0,0.0,0.0
52,1.39917,0.0,0.0,0.0
53,1.42608,0.0,0.0,0.0
54,1.45299,0.0,0.0,0.0
55,1.4799,0.0,0.0,0.0
56,1.5068,4.20647e-05,-3.06869e-05,0.000137663
57,1.53371,-0.00192057,-0.000314452,0.109634
58,1.56062,-0.0134464,-0.00454132,4.73388
59,1.58752,0.0105999,-0.00289532,16.4466
60,1.61443,0.0223455,0.00733757,7.54592
61,1.64134,0.00114385,0.00374569,1.99513
62,1.66825,-0.001176,-0.000729781,0.2318
63,1.69515,0.000398247,-0.000337013,0.015193
64,1.72206,-1.68754e-05,1.64423e-06,0.000287996
65,1.74897,-3.10868e-05,-3.19576e-06,0.000143545
66,1.77587,-3.10868e-05,-3.19576e-06,0.000143545
67,1.80278,-3.10868e-05,-3.19576e-06,0.000143545
68,1.82969,-3.10868e-05,-3.19576e-06,0.000143545
69,1.8566,-3.10868e-05,-3.19576e-06,0.000143545
70,1.8835,-3.10868e-05,-3.19576e-06,0.000143545
71,1.91041,-3.10868e-05,-3.19576e-06,0.000143545
72,1.93732,-3.10868e-05,-3.19576e-06,0.000143545
73,1.96422,-3.10868e-05,-3.19576e-06,0.000143545
74,1.99113,-3.10868e-05,-3.19576e-06,0.000143545
75,2.01804,-3.10868e-05,-3.19576e-06,0.000143545
76,2.04495,-3.10868e-05,-3.19576e-06,0.000143545
77,2.07185,-3.10868e-05,-3.19576e-06,0.000143545
78,2.09876,-3.10868e-05,-3.19576e-06,0.000143545
79,2.12567,-3.10868e-05,-3.19576e-06,0.000143545
80,2.15257,-3.10868e-05,-3.19576e-06,0.000143545
81,2.17948,-3.10868e-05,-3.19576e-06,0.000143545
82,2.20639,-3.10868e-05,-3.19576e-06,0.000143545
83,2.2333,-3.10868e-05,-3.19576e-06,0.000143545
84,2.2602,-2.58894e-05,1.11322e-05,0.000177679
85,2.28711,-0.0001325,-0.000190005,0.00234885
86,2.31402,-0.00226793,-0.000307978,0.13981
87,2.34093,-0.00478326,0.00231308,2.30546
88,2.36783,-0.00628354,-0.00343298,10.0516
89,2.39474,0.00160329,0.00399263,12.5114
90,2.42165,-0.00463775,0.0067907,7.16361
91,2.44855,-0.00289658,0.0082425,3.63213
92,2.47546,0.00404459,0.00214432,2.31098
93,2.50237,0.00720744,0.00248003,2.06527
94,2.52928,0.00720624,0.00216134,2.03823
95,2.55618,0.00815587,0.00233237,2.04133
96,2.58309,0.00929671,0.00208182,2.0472
97,2.61,0.0120392,0.00288279,2.05774
98,2.6369,0.0156338,0.00423194,2.07359
99,2.66381,0.0233749,0.00400004,2.09741
100,2.69072,0.0332045,0.00698886,2.12693
101,2.71763,0.0466885,0.00869023,2.16175
102,2.74453,0.0663563,0.009361,2.20079
103,2.77144,0.0881782,0.0146655,2.2416
104,2.79835,0.11666,0.0140795,2.28086
105,2.82525,0.146971,0.0175167,2.31051
106,2.85216,0.185191,0.0193844,2.33289
107,2.87907,0.217304,0.0256719,2.33496
108,2.90598,0.245053,0.0272155,2.33245
109,2.93288,0.274259,0.0291878,2.31711
110,2.95979,0.294707,0.0303112,2.29849
111,2.9867,0.312751,0.0316599,2.27283
112,3.0136,0.327219,0.0342398,2.25473
113,3.04051,0.335633,0.0352963,2.23621
114,3.06742,0.341183,0.0344,2.22342
115,3.09433,0.344884,0.0348735,2.21554
116,3.12123,0.345864,0.0346242,2.21004
117,3.14814,0.346051,0.0350348,2.20808
118,3.17505,0.34645,0.0342265,2.20875
119,3.20196,0.347301,0.033284,2.21342
120,3.22886,0.353455,0.0355163,2.22189
121,3.25577,0.362223,0.0395998,2.23516
122,3.28268,0.373119,0.0378628,2.26944
123,3.30958,0.39437,0.042036,2.31354
124,3.33649,0.419479,0.0448495,2.37324
125,3.3634,0.443513,0.0481785,2.46747
126,3.39031,0.470074,0.0448021,2.56895
127,3.41721,0.497594,0.0509703,2.6953
128,3.44412,0.515004,0.0525623,2.83919
129,3.47103,0.525173,0.0538732,2.96542
