,0,1,2,3
0,0.0,0.0,0.0,0.0
1,0.0269072,0.0,0.0,0.0
2,0.0538144,0.0,0.0,0.0
3,0.0807216,0.0,0.0,0.0
4,0.107629,0.0,0.0,0.0
5,0.134536,0.0,0.0,0.0
6,0.161443,0.0,0.0,0.0
7,0.18835,0.0,0.0,0.0
8,0.215257,0.0,0.0,0.0
9,0.242165,0.0,0.0,0.0
10,0.269072,0.0,0.0,0.0
11,0.295979,0.0,0.0,0.0
12,0.322886,0.0,0.0,0.0
13,0.349793,0.0,0.0,0.0
14,0.376701,0.0,0.0,0.0
15,0.403608,0.0,0.0,0.0
16,0.430515,0.0,0.0,0.0
17,0.457422,0.0,0.0,0.0
18,0.484329,0.0,0.0,0.0
19,0.511237,0.0,0.0,0.0
20,0.538144,0.0,0.0,0.0
21,0.565051,0.0,0.0,0.0
22,0.591958,0.0,0.0,0.0
23,0.618865,0.0,0.0,0.0
24,0.645772,0.0,0.0,0.0
25,0.67268,0.0,0.0,0.0
26,0.699587,0.0,0.0,0.0
27,0.726494,-9.2789e-05,4.00556e-05,0.000299551
28,0.753401,-0.00207166,0.0014632,0.395529
29,0.780308,-0.0055975,0.00155669,13.6378
30,0.807216,0.0154877,0.0038226,14.059
31,0.834123,0.00553617,0.00488718,2.448
32,0.86103,0.000101925,-0.00123724,0.173513
33,0.887937,-3.49113e-05,5.15904e-05,0.00506631
34,0.914844,0.0,0.0,0.0
35,0.941752,0.0,0.0,0.0
36,0.968659,0.0,0.0,0.0
37,0.995566,0.0,0.0,0.0
38,1.02247,0.0,0.0,0.0
39,1.04938,0.0,0.0,0.0
40,1.07629,0.0,0.0,0.0
41,1.10319,0.0,0.0,0.0
42,1.1301,0.0,0.0,0.0
43,1.15701,0.0,0.0,0.0
44,1.18392,0.0,0.0,0.0
45,1.21082,0.0,0.0,0.0
46,1.23773,0.0,0.0,0.0
47,1.26464,0.0,0.0,0.0
48,1.29154,0.0,0.0,0.0
49,1.31845,0.0,0.0,0.0
50,1.34536,0.0,0.0,0.0
51,1.37227,0.0,0.0,0.0
52,1.39917,0.0,0.0,0.0
53,1.42608,0.0,0.0,0.0
54,1.45299,0.0,0.0,0.0
55,1.4799,0.0,0.0,0.0
56,1.5068,-1.89017e-05,5.47048e-05,0.000137702
57,1.53371,-0.000823833,-0.000250291,0.104234
58,1.56062,-0.0120108,-0.00425008,4.67438
59,1.58752,0.0181084,-0.00641362,16.4791
60,1.61443,0.000989327,-0.000975545,7.50492
61,1.64134,0.000123069,0.00482988,1.9962
62,1.66825,-0.000438983,0.000831872,0.224951
63,1.69515,0.000240463,0.000122855,0.0156558
64,1.72206,-1.5323e-05,1.85965e-05,0.000281069
65,1.74897,-2.10931e-05,-3.72516e-06,0.000115669
66,1.77587,-2.10931e-05,-3.72516e-06,0.000115669
67,1.80278,-2.10931e-05,-3.72516e-06,0.000115669
68,1.82969,-2.10931e-05,-3.72516e-06,0.000115669
69,1.8566,-2.10931e-05,-3.72516e-06,0.000115669
70,1.8835,-2.10931e-05,-3.72516e-06,0.000115669
71,1.91041,-2.10931e-05,-3.72516e-06,0.000115669
72,1.93732,-2.10931e-05,-3.72516e-06,0.000115669
73,1.96422,-2.10931e-05,-3.72516e-06,0.000115669
74,1.99113,-2.10931e-05,-3.72516e-06,0.000115669
75,2.01804,-2.10931e-05,-3.72516e-06,0.000115669
76,2.04495,-2.10931e-05,-3.72516e-06,0.000115669
77,2.07185,-2.10931e-05,-3.72516e-06,0.000115669
78,2.09876,-2.10931e-05,-3.72516e-06,0.000115669
79,2.12567,-2.10931e-05,-3.72516e-06,0.000115669
80,2.15257,-2.10931e-05,-3.72516e-06,0.000115669
81,2.17948,-2.10931e-05,-3.72516e-06,0.000115669
82,2.20639,-2.10931e-05,-3.72516e-06,0.000115669
83,2.2333,-2.10931e-05,-3.72516e-06,0.000115669
84,2.2602,-2.82131e-05,-7.67456e-06,0.000117708
85,2.28711,4.03662e-05,4.30828e-07,0.00231544
86,2.31402,-0.000390378,0.000851163,0.131586
87,2.34093,-5.57336e-05,0.0053784,2.25252
88,2.36783,-0.00676416,0.00541288,10.0217
89,2.39474,-0.0113767,0.0119102,12.4886
90,2.42165,0.010611,-0.00436585,7.10765
91,2.44855,0.00897146,0.000886998,3.60814
92,2.47546,0.0138016,0.00043625,2.29706
93,2.50237,0.015812,0.000491195,2.05544
94,2.52928,0.0163385,0.000796469,2.02964
95,2.55618,0.0173636,0.0006001,2.03217
96,2.58309,0.018397,0.000452273,2.03829
97,2.61,0.02053,0.000989242,2.05
98,2.6369,0.0254468,0.000573591,2.06479
99,2.66381,0.0311243,0.00328354,2.0872
100,2.69072,0.0409924,0.00369307,2.1193
101,2.71763,0.0544345,0.00666126,2.15177
102,2.74453,0.0728719,0.00695388,2.19442
103,2.77144,0.0948157,0.00892985,2.23701
104,2.79835,0.122332,0.0115897,2.27393
105,2.82525,0.152078,0.0131085,2.30379
106,2.85216,0.184873,0.0197772,2.32552
107,2.87907,0.22011,0.0197482,2.33124
108,2.90598,0.248308,0.0233369,2.32472
109,2.93288,0.271137,0.0240091,2.31029
110,2.95979,0.294407,0.0265641,2.29264
111,2.9867,0.31126,0.0272812,2.27038
112,3.0136,0.323363,0.0278189,2.25274
113,3.04051,0.331575,0.0268011,2.23739
114,3.06742,0.337371,0.0288671,2.22412
115,3.09433,0.340604,0.027815,2.21611
116,3.12123,0.341988,0.0287572,2.21228
117,3.14814,0.34197,0.0277634,2.20946
118,3.17505,0.341699,0.0280077,2.21215
119,3.20196,0.344306,0.0278802,2.21695
120,3.22886,0.346975,0.0284953,2.22139
121,3.25577,0.357808,0.0276353,2.2395
122,3.28268,0.372545,0.0343396,2.26669
123,3.30958,0.390264,0.0319448,2.31489
124,3.33649,0.410493,0.0347253,2.37909
125,3.3634,0.439498,0.0363427,2.46365
126,3.39031,0.465345,0.0392493,2.57628
127,3.41721,0.490487,0.0405144,2.70391
128,3.44412,0.510631,0.0402163,2.83577
129,3.47103,0.52154,0.0378042,2.9741
130,3.49793,0.534535,0.045192,3.10383
