,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
0,1000000.0,10.963688,1.3346314,9.6290567,-0.24022553,0.88995188,1.0193456,0.80416227,5.2320951,7.6172889,7.6003146,0.47868168,-0.01150607,-0.041643271,0.058560059,5.0556725,5.083256,0.0,0.0,-0.67957918,0.92881004,0.11707371,0.068978418,0.075,1.3571076,0.17676066,5.6573673,30.801768,-0.0019761115,-0.14969823,0.022270144,0.17721887,3.4171197,2.6592506,-0.0019761115,-0.14969823,0.022270144,0.17721887
1,1001000.0,11.288584,1.5817489,9.7068354,-0.22370305,1.0547335,1.155146,0.98829342,5.0769111,7.543058,7.4933183,0.19435704,-0.0025409173,0.6482061,-0.0092386666,4.8600926,4.9082432,0.0,0.0,0.0051031609,1.2725465,-0.08949226,0.068978418,0.075,1.3670355,0.17381797,5.7531451,30.801768,0.004711761,-0.19581074,-0.021601743,0.2254335,-7.433851,-2.3408734,0.004711761,-0.19581074,-0.021601743,0.2254335
2,1002000.0,11.303852,1.5824911,9.7213609,-0.21863749,1.0552284,1.2367413,0.93481158,5.3595075,7.8054708,7.6620387,0.61101295,0.044509471,-0.42977386,0.011036126,5.1544222,5.1789255,0.0,0.0,0.0,0.0,0.023795305,0.068978418,0.075,1.4458064,0.166618,6.0017524,30.801768,0.0021381335,-0.1975544,-0.013874422,0.19301376,5.12598,2.7909215,0.0021381335,-0.1975544,-0.013874422,0.19301376
3,1003000.0,11.39814,1.5910387,9.8071018,-0.21043605,1.060928,1.2930878,0.90680496,5.2733312,7.6403091,7.6302738,0.54941072,-0.014152182,0.070587906,-0.11978957,5.0743902,5.0845218,0.0,0.0,0.48433824,1.3424058,0.19236128,0.068978418,0.075,1.620365,0.160845,6.2171655,30.801768,-0.0029692232,-0.18660427,0.012701978,0.184659,-0.77504242,3.7147103,-0.0029692232,-0.18660427,0.012701978,0.184659
4,1004000.0,11.528756,1.67117,9.8575859,-0.19289066,1.1143608,1.3777863,0.93944835,5.1426975,7.5391737,7.5142474,0.37467128,-2.8116882e-05,0.069088867,-0.039432081,4.9365949,4.9415209,0.0,0.0,0.67687851,4.2992625,0.29165277,0.068978418,0.075,1.7743811,0.15919138,6.2817471,30.801768,0.018540112,-0.21260851,-0.023269456,0.25685664,0.40763025,2.0629296,0.018540112,-0.21260851,-0.023269456,0.25685664
5,1005000.0,11.634473,1.7159116,9.9185615,-0.17694716,1.1441951,1.4680204,0.92909425,5.0874618,7.4615822,7.4981802,0.30262314,-0.016725175,-0.26172944,-0.052265,4.8836309,4.8731098,0.0,0.0,0.0,0.0,0.081877955,0.068978418,0.075,1.7632201,0.15999525,6.2501856,30.801768,0.0033907863,-0.18437841,-0.0034774266,0.23067315,1.6322185,-2.7606529,0.0033907863,-0.18437841,-0.0034774266,0.23067315
6,1006000.0,11.641928,1.7166828,9.9252449,-0.19156366,1.1447093,1.481502,0.92097821,5.1769664,7.4940521,7.5596442,0.47720294,-0.00024335497,-0.012038296,0.051514149,4.974916,4.9606459,0.0,0.0,0.0,0.0,-0.20793543,0.068978418,0.075,1.8627388,0.15759356,6.3454371,30.801768,0.0066799452,-0.16691637,0.0161533,0.18516719,-3.1086841,0.86666421,0.0066799452,-0.16691637,0.0161533,0.18516719
7,1007000.0,11.67985,1.7352953,9.9445544,-0.17219707,1.1571205,1.5231599,0.9139285,5.1756675,7.6267749,7.5144881,0.38573939,0.0177056,-0.17109068,0.10360369,4.9751637,4.9532643,0.0,0.0,0.0,0.0,0.17349846,0.068978418,0.075,1.9421898,0.15668324,6.3823037,30.801768,0.0028219419,-0.15313328,-0.025232555,0.17390666,0.52104413,2.7300686,0.0028219419,-0.15313328,-0.025232555,0.17390666
8,1008000.0,11.765818,1.8162524,9.9495654,-0.18024656,1.2111038,1.5596379,0.97958263,5.2779081,7.6720408,7.5639297,0.59775388,-0.01985166,-0.13179793,0.084340036,5.0630007,5.0501786,0.0,0.0,-0.85426816,0.16823737,0.2119593,0.068978418,0.075,1.9315991,0.15787134,6.334272,30.801768,0.025873872,-0.21852621,0.012624698,0.21352078,-0.044256348,3.7398675,0.025873872,-0.21852621,0.012624698,0.21352078
9,1009000.0,11.751697,1.770352,9.9813447,-0.16778145,1.1804968,1.5669505,0.92372659,5.3205378,7.6927787,7.6649784,0.60385641,0.0072737149,-0.14151622,-0.024358498,5.1178844,5.0917406,0.0,0.0,1.1297811,0.78070101,0.21513857,0.068978418,0.075,1.9666366,0.1586822,6.3019042,30.801768,0.0054783828,-0.24014678,0.0033144098,0.17506909,3.7512114,0.58777782,0.0054783828,-0.24014678,0.0033144098,0.17506909
10,1010000.0,11.753606,1.8124242,9.9411817,-0.17171633,1.2085511,1.6296683,0.92872089,5.3365248,7.6615336,7.7100398,0.63800088,0.049249313,-0.02669443,0.049113716,5.1327757,5.0985698,0.0,0.0,-0.95452475,1.4424108,-0.5196682,0.068978418,0.075,1.9238053,0.15392505,6.4966683,30.801768,0.029102046,-0.21328669,0.012537237,0.17688203,-3.8209252,0.79125923,0.029102046,-0.21328669,0.012537237,0.17688203
11,1011000.0,11.795519,1.8145637,9.9809557,-0.16000406,1.2099778,1.621057,0.93682887,5.1044762,7.5130203,7.5754655,0.22494275,0.0001386217,-0.12080633,0.067678764,4.8989483,4.8677786,0.0,0.0,-0.26681709,0.86744326,0.083260151,0.068978418,0.075,1.920582,0.1541101,6.4888673,30.801768,0.022700257,-0.1622376,0.013049135,0.18883189,-0.10905893,3.7585243,0.022700257,-0.1622376,0.013049135,0.18883189
12,1012000.0,11.851821,1.8449971,10.006824,-0.15959998,1.2302712,1.6696084,0.93832251,5.2385253,7.6695247,7.6106087,0.4354424,1.535745e-05,-0.25873727,0.037127391,5.0326697,4.9947385,0.0,0.0,0.0,0.0,-0.051832621,0.068978418,0.075,1.9184472,0.15377492,6.5030109,30.801768,-0.0090574681,-0.16948253,-0.022357719,0.18582497,0.42943153,3.0764903,-0.0090574681,-0.16948253,-0.022357719,0.18582497
13,1013000.0,11.868803,1.8515303,10.017273,-0.15697374,1.2346276,1.6863055,0.93446715,5.0025062,7.5093263,7.3561207,0.14207166,-0.047153978,-0.227979,-0.074850391,4.7974965,4.7562814,0.0,0.0,0.21773009,1.4237175,0.065310103,0.068978418,0.075,1.9102885,0.15268944,6.5492416,30.801768,0.0090023734,-0.20223023,0.0071497861,0.20580208,2.1707148,-2.812136,0.0090023734,-0.20223023,0.0071497861,0.20580208
14,1014000.0,11.872654,1.8709575,10.001697,-0.1491059,1.247582,1.7054318,0.94331846,5.2471729,7.6771839,7.6525253,0.41180938,0.014360793,-0.13205019,0.069377636,5.0402213,4.9981554,0.0,0.0,0.0,0.0,0.071913905,0.068978418,0.075,1.8483439,0.15044379,6.6470009,30.801768,-0.0019622143,-0.18343694,-0.002469313,0.17578623,0.95774401,2.0701858,-0.0019622143,-0.18343694,-0.0024584699,0.17576856
15,1015000.0,11.837629,1.8587766,9.9788524,-0.14758079,1.2394596,1.7244537,0.91712707,5.0969291,7.5622406,7.5121827,0.21636401,0.020399456,-0.21514094,-0.017263107,4.8957236,4.8451341,0.0,0.0,-1.0087635,1.4598056,0.23189836,0.068978418,0.075,1.853236,0.15636254,6.3953937,30.801768,0.014984833,-0.18865535,-0.0045766361,0.19665438,1.4501143,-2.1271745,0.014984833,-0.18865535,-0.0045766361,0.19665438
